step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
85,CASH_IN,27503.23,C6799628065,8236.68,35739.91,C7854187660,48203.52,20700.29,0,0
11,CASH_OUT,144562.04,C1099241264,144562.04,0.0,C2046649048,0.0,0.0,1,0
19,PAYMENT,532.84,C7658192794,2104.15,1571.31,M7140764709,0.0,0.0,0,0
76,CASH_OUT,3198.5,C4014549359,5049.74,1851.24,C1123612094,14844.0,18042.5,0,0
29,CASH_IN,9376.47,C4247765887,35982.79,45359.26,C9497552788,42700.74,33324.27,0,0
82,CASH_IN,29394.62,C6490700413,48108.32,77502.94,C4724278617,42636.63,13242.01,0,0
68,PAYMENT,1833.01,C1071910991,6259.3,4426.29,M3683926974,0.0,0.0,0,0
95,TRANSFER,14403.84,C1578324564,25191.32,10787.48,C7717673632,26029.74,40433.58,0,0
29,CASH_OUT,19129.7,C7409969756,26908.27,7778.57,C2396471971,21102.68,40232.38,0,0
65,CASH_OUT,7646.78,C9822537603,12577.36,4930.58,C4125331243,36486.2,44132.98,0,0
87,PAYMENT,3742.38,C1516497184,7033.23,3290.85,M2085203216,0.0,0.0,0,0
29,CASH_OUT,6506.68,C3574081104,8824.94,2318.26,C1033015788,6861.74,13368.42,0,0
35,CASH_OUT,1252.33,C5045089161,1380.33,128.0,C9873868448,42318.87,43571.2,0,0
51,CASH_OUT,25618.59,C7226175627,50797.27,25178.68,C8793390328,43075.13,68693.72,0,0
87,CASH_OUT,3736.57,C9233401688,8723.13,4986.56,C3864636027,16828.21,20564.78,0,0
73,CASH_OUT,13094.05,C5701993256,30551.72,17457.67,C5408214300,27686.85,40780.9,0,0
58,PAYMENT,236.55,C4878598645,685.99,449.44,M7230420741,0.0,0.0,0,0
37,CASH_IN,54280.68,C3913636979,17313.19,71593.87,C1020052296,57429.18,3148.5,0,0
83,TRANSFER,28805.1,C9923866164,55918.93,27113.83,C9007187284,20416.03,49221.13,0,0
87,PAYMENT,1028.83,C3425425601,3340.23,2311.4,M4811365841,0.0,0.0,0,0
43,PAYMENT,317.51,C3073756903,539.47,221.96,M1192348970,0.0,0.0,0,0
27,CASH_OUT,3165.44,C4044998834,7558.7,4393.26,C4128729245,46436.84,49602.28,0,0
63,TRANSFER,7023.71,C9582000301,19764.76,12741.05,C4105271741,38770.89,45794.6,0,0
60,CASH_IN,10342.6,C7266121256,3878.21,14220.81,C2332941560,40177.69,29835.09,0,0
6,TRANSFER,47726.5,C7391286838,110459.31,62732.81,C5405361395,46993.09,94719.59,0,0
18,CASH_OUT,12593.06,C8119716966,23030.96,10437.9,C5032172493,48787.65,61380.71,0,0
57,PAYMENT,1671.49,C5640674182,3977.08,2305.59,M5314193103,0.0,0.0,0,0
86,CASH_IN,10849.43,C6317185925,10611.98,21461.41,C7098645307,23952.75,13103.32,0,0
41,PAYMENT,12011.04,C1981590666,12425.03,413.99,M6828714289,0.0,0.0,0,0
75,TRANSFER,42177.05,C1398888129,77307.45,35130.4,C6246404461,34321.14,76498.19,0,0
9,CASH_OUT,657.75,C5474078391,1271.35,613.6,C3728771596,39641.31,40299.06,0,0
4,CASH_OUT,57802.81,C7240979209,117061.6,59258.79,C6238118415,35843.67,93646.48,0,0
80,TRANSFER,1442.05,C5355267529,3895.28,2453.23,C8555891340,42757.32,44199.37,0,0
4,TRANSFER,18686.02,C8779921135,20717.07,2031.05,C7325465784,25443.84,44129.86,0,0
25,CASH_IN,15174.84,C1720555941,10924.99,26099.83,C7752132616,33824.43,18649.59,0,0
30,CASH_OUT,18205.35,C7454564159,35680.41,17475.06,C2362317973,44049.18,62254.53,0,0
97,CASH_OUT,81.59,C5811520326,109.1,27.51,C8579606540,43825.43,43907.02,0,0
27,PAYMENT,555.21,C2603488527,2262.41,1707.2,M6807760811,0.0,0.0,0,0
10,CASH_IN,9161.59,C3380510400,21328.79,30490.38,C7499648662,11225.85,2064.26,0,0
52,CASH_IN,2242.79,C8589504374,21780.33,24023.12,C1897072740,22101.39,19858.6,0,0
17,CASH_OUT,3142.69,C5065020161,7623.89,4481.2,C8903368730,30111.54,33254.23,0,0
43,CASH_OUT,1366653.73,C7051361558,1366653.73,0.0,C2161599621,9846.94,1376500.67,1,0
92,CASH_IN,28882.36,C1436169258,47640.33,76522.69,C8926994334,90068.15,61185.79,0,0
99,PAYMENT,5846.73,C4990148342,18504.01,12657.28,M9649293996,0.0,0.0,0,0
46,CASH_IN,17465.55,C1564088046,38837.41,56302.96,C6231290392,36440.03,18974.48,0,0
81,CASH_OUT,34366.48,C9382502232,43063.66,8697.18,C2963778444,7201.58,41568.06,0,0
41,TRANSFER,83178.3,C9917479249,188972.52,105794.22,C9504345871,24219.23,107397.53,0,0
6,PAYMENT,4901.13,C9856976857,24022.37,19121.24,M8382441084,0.0,0.0,0,0
3,CASH_IN,58797.86,C7659496134,49506.85,108304.71,C6384863039,60465.98,1668.12,0,0
80,PAYMENT,3309.29,C8125935802,9973.56,6664.27,M7662957341,0.0,0.0,0,0
23,CASH_IN,4414.12,C8670808972,39049.86,43463.98,C4456952634,52736.4,48322.28,0,0
38,PAYMENT,1964.76,C3450183094,2272.83,308.07,M3382584558,0.0,0.0,0,0
36,CASH_IN,16140.65,C4887175932,29621.06,45761.71,C4379181910,82096.51,65955.86,0,0
28,CASH_IN,2337.12,C8514176473,47352.4,49689.52,C3489007575,48292.35,45955.23,0,0
93,PAYMENT,3526.6,C4567912041,11309.06,7782.46,M2637538687,0.0,0.0,0,0
56,CASH_OUT,12033.1,C8146970650,12712.84,679.74,C8202588927,5880.58,17913.68,0,0
47,PAYMENT,3090.46,C2582016962,12576.38,9485.92,M8205013102,0.0,0.0,0,0
80,CASH_OUT,81139.43,C1575080450,195849.81,114710.38,C1922478109,3758.0,84897.43,0,0
71,TRANSFER,22280.83,C8999952516,26506.16,4225.33,C1288248124,48880.43,71161.26,0,0
20,CASH_OUT,37435.6,C2433689845,78723.78,41288.18,C4055203585,43554.41,80990.01,0,0
54,TRANSFER,22727.85,C1610056423,63008.75,40280.9,C5552564224,49170.7,71898.55,0,0
55,PAYMENT,12.33,C6382610892,160.54,148.21,M7177851367,0.0,0.0,0,0
35,DEBIT,1069.28,C8277167004,7630.29,6561.01,C5474734536,15709.61,16778.89,0,0
44,CASH_OUT,7305.86,C5920081684,9257.97,1952.11,C7243547394,22845.14,30151.0,0,0
10,TRANSFER,38112.31,C2149945042,79538.31,41426.0,C3650901280,22238.1,60350.41,0,0
59,CASH_OUT,5914.62,C1073348317,10555.64,4641.02,C4555509321,3646.58,9561.2,0,0
50,TRANSFER,21273.35,C5941069048,35823.1,14549.75,C8209656695,27914.88,49188.23,0,0
41,CASH_IN,188.46,C3537363541,42632.87,42821.33,C5752750352,31934.66,31746.2,0,0
20,CASH_IN,13604.08,C9933995804,46234.43,59838.51,C1462946057,64347.25,50743.17,0,0
43,CASH_OUT,8785.31,C1997555926,10817.85,2032.54,C5434184881,20590.45,29375.76,0,0
79,PAYMENT,823.69,C8262918496,1255.1,431.41,M9470154606,0.0,0.0,0,0
63,PAYMENT,2121.51,C1453869538,6135.95,4014.44,M7768044471,0.0,0.0,0,0
84,CASH_IN,16063.56,C1107010327,46142.77,62206.33,C8938906803,89416.39,73352.83,0,0
58,DEBIT,2399.65,C9124375367,4312.55,1912.9,C2572203954,3853.38,6253.03,0,0
58,PAYMENT,2790.8,C5946925262,8274.64,5483.84,M2305801819,0.0,0.0,0,0
94,TRANSFER,576678.78,C4130405695,576678.78,0.0,C1619774813,8783.31,585462.09,1,0
66,TRANSFER,3790.47,C1765147634,9090.32,5299.85,C1141085374,24188.42,27978.89,0,0
17,CASH_IN,4925.73,C5008086033,40598.41,45524.14,C6845417213,28507.47,23581.74,0,0
1,PAYMENT,2670.01,C3024096176,6951.28,4281.27,M8248603061,0.0,0.0,0,0
91,CASH_OUT,32640.78,C3924536007,51540.0,18899.22,C4306703039,46080.41,78721.19,0,0
65,TRANSFER,87534.36,C2416128869,132945.35,45410.99,C1085853422,10221.71,97756.07,0,0
79,TRANSFER,14975.83,C7107977395,26056.01,11080.18,C2453161195,43619.82,58595.65,0,0
46,TRANSFER,667.6,C9602340204,955.49,287.89,C7491244636,13867.6,14535.2,0,0
38,CASH_OUT,7130.3,C4740176476,12759.54,5629.24,C6602361207,37190.02,44320.32,0,0
32,PAYMENT,535.05,C6802330966,1989.45,1454.4,M7215708218,0.0,0.0,0,0
87,CASH_IN,8322.97,C7663024889,19381.59,27704.56,C9213919328,89888.3,81565.33,0,0
2,PAYMENT,4707.38,C3279284614,9282.7,4575.32,M5181644216,0.0,0.0,0,0
19,CASH_IN,14025.06,C7675318539,366.76,14391.82,C4398818875,41757.12,27732.06,0,0
97,PAYMENT,2407.14,C3083464704,1987.18,0.0,M8503558789,0.0,0.0,0,0
67,CASH_OUT,16358.51,C9041036890,19042.6,2684.09,C3597029390,28120.03,44478.54,0,0
77,PAYMENT,883.36,C8489094814,2323.02,1439.66,M3151347147,0.0,0.0,0,0
31,CASH_IN,14668.64,C4548347686,18591.03,33259.67,C2784705234,61278.58,46609.94,0,0
29,CASH_OUT,1986.68,C1758980328,2757.44,770.76,C3489921710,11471.39,13458.07,0,0
45,CASH_IN,31723.47,C8295171659,30283.88,62007.35,C9893709721,65180.95,33457.48,0,0
42,CASH_OUT,14599.25,C8321331981,17235.65,2636.4,C6191719898,906.47,15505.72,0,0
34,CASH_OUT,775.83,C1081347057,1050.95,275.12,C9321276843,39263.99,40039.82,0,0
98,CASH_OUT,54764.76,C4875192913,87439.94,32675.18,C2981468818,40120.49,94885.25,0,0
82,TRANSFER,314.14,C5084438138,853.68,539.54,C1207230820,13820.85,14134.99,0,0
3,CASH_IN,17977.11,C4626464466,10982.45,28959.56,C6727767489,16775.21,0.0,0,0
60,PAYMENT,5783.0,C9872691513,20055.93,14272.93,M5155003491,0.0,0.0,0,0
86,CASH_OUT,11102.83,C9457798772,15239.7,4136.87,C6091017129,284.42,11387.25,0,0
17,CASH_IN,23724.4,C5712724787,14080.54,37804.94,C2248909635,50348.46,26624.06,0,0
14,TRANSFER,9029.77,C8822699902,11654.18,2624.41,C5045291604,16651.05,25680.82,0,0
12,CASH_OUT,16572.76,C6190833860,22037.06,5464.3,C2283219847,6163.25,22736.01,0,0
65,TRANSFER,21803.73,C1783615803,29343.74,7540.01,C5287142521,8929.11,30732.84,0,0
7,CASH_IN,4503.63,C4964072014,37736.6,42240.23,C2544568841,9456.41,4952.78,0,0
69,PAYMENT,5816.89,C6771482490,24588.61,18771.72,M2117715456,0.0,0.0,0,0
29,PAYMENT,752.83,C8532237864,786.79,33.96,M8528037682,0.0,0.0,0,0
47,CASH_IN,33244.67,C6927060195,27148.77,60393.44,C6582591087,80515.73,47271.06,0,0
90,CASH_IN,13955.38,C8237324515,46268.79,60224.17,C4548480353,86869.17,72913.79,0,0
41,PAYMENT,6258.33,C5694277774,18343.14,12084.81,M6902627828,0.0,0.0,0,0
8,PAYMENT,1687.82,C4101794688,1348.14,0.0,M2265792564,0.0,0.0,0,0
9,TRANSFER,623982.1,C7404432304,623982.1,0.0,C1945358630,0.0,0.0,1,0
69,CASH_OUT,28056.15,C5819372113,43829.27,15773.12,C5652601077,19394.03,47450.18,0,0
87,CASH_OUT,610001.29,C6745405369,610001.29,0.0,C2832409435,0.0,0.0,1,0
44,CASH_IN,9549.03,C5993255621,31769.26,41318.29,C5744244741,35844.15,26295.12,0,0
95,TRANSFER,1725.11,C2993105236,4551.48,2826.37,C7498291467,10994.05,12719.16,0,0
42,CASH_OUT,1740.75,C4332895542,3595.83,1855.08,C8104718746,15341.04,17081.79,0,0
43,PAYMENT,5629.64,C9826916034,17014.82,11385.18,M2744093929,0.0,0.0,0,0
38,PAYMENT,2424.68,C8057671850,10414.49,7989.81,M3699425496,0.0,0.0,0,0
19,PAYMENT,2192.62,C6536193982,10270.93,8078.31,M2620997593,0.0,0.0,0,0
24,CASH_OUT,4958.61,C2079049633,9754.76,4796.15,C5209603740,8107.97,13066.58,0,0
83,PAYMENT,757.57,C7985533280,815.06,57.49,M2799185275,0.0,0.0,0,0
64,PAYMENT,1292.49,C4496692630,3647.22,2354.73,M4863819695,0.0,0.0,0,0
82,CASH_OUT,5418.68,C8873063504,10469.78,5051.1,C5469435689,13708.98,19127.66,0,0
68,TRANSFER,34060.49,C5048075389,65165.81,31105.32,C9583308467,37635.28,71695.77,0,0
95,DEBIT,4582.09,C8576756885,8667.1,4085.01,C2191542017,19110.51,23692.6,0,0
2,CASH_IN,6508.14,C1221008356,34295.37,40803.51,C6903601086,85293.1,78784.96,0,0
8,CASH_OUT,34345.07,C1661486313,78653.99,44308.92,C8189139054,36304.85,70649.92,0,0
32,CASH_OUT,470.95,C5152741085,797.81,326.86,C1522386724,42340.79,42811.74,0,0
76,PAYMENT,196.94,C5900211547,283.71,86.77,M7709765481,0.0,0.0,0,0
56,CASH_OUT,5142.95,C4099677991,12244.88,7101.93,C3028863944,13428.29,18571.24,0,0
78,TRANSFER,26703.75,C1208785402,76587.45,49883.7,C1016856045,42474.91,69178.66,0,0
38,CASH_OUT,48647.73,C8994719774,117009.95,68362.22,C9442477604,10605.74,59253.47,0,0
33,TRANSFER,7302.62,C2506124694,12167.91,4865.29,C5048420867,13397.54,20700.16,0,0
45,CASH_IN,4217.49,C5347848883,28453.16,32670.65,C9283186650,19294.8,15077.31,0,0
80,TRANSFER,78527.48,C5950114670,158823.95,80296.47,C6781879872,37029.11,115556.59,0,0
98,CASH_OUT,7620.26,C5852490762,12336.99,4716.73,C8134383300,22991.07,30611.33,0,0
54,CASH_OUT,28381.11,C6584089116,58140.57,29759.46,C9221282874,48426.51,76807.62,0,0
8,PAYMENT,550.72,C5956960874,1237.49,686.77,M8084784447,0.0,0.0,0,0
99,TRANSFER,78627.88,C6474614753,92442.94,13815.06,C1514218251,42921.82,121549.7,0,0
60,CASH_OUT,32022.79,C6447717367,37647.95,5625.16,C4658080160,44081.56,76104.35,0,0
85,CASH_IN,8232.46,C7049001493,47024.15,55256.61,C1546696950,67893.14,59660.68,0,0
47,CASH_OUT,1097.68,C5615138578,1938.91,841.23,C1667893985,39324.84,40422.52,0,0
18,CASH_OUT,8791.69,C9104368898,20198.7,11407.01,C7489926939,4252.4,13044.09,0,0
91,PAYMENT,5488.34,C7256208502,10284.51,4796.17,M6516468777,0.0,0.0,0,0
99,CASH_OUT,21871.8,C9482822701,54056.2,32184.4,C5373706315,48963.47,70835.27,0,0
28,PAYMENT,2101.92,C2371231996,7731.03,5629.11,M2502131186,0.0,0.0,0,0
72,PAYMENT,4637.06,C6108789597,12995.93,8358.87,M3257118925,0.0,0.0,0,0
12,CASH_IN,10941.6,C7261225164,4034.16,14975.76,C8402751269,27650.58,16708.98,0,0
45,PAYMENT,11012.61,C7280759578,41756.48,30743.87,M4790024027,0.0,0.0,0,0
38,PAYMENT,3367.62,C8502240024,6488.87,3121.25,M6092799742,0.0,0.0,0,0
17,CASH_OUT,17521.86,C9144379642,25366.94,7845.08,C3088613876,34905.9,52427.76,0,0
8,TRANSFER,7581.65,C2936950633,19588.68,12007.03,C3514604433,30267.51,37849.16,0,0
64,CASH_OUT,21660.65,C9917888526,46739.7,25079.05,C9876719932,30861.09,52521.74,0,0
88,CASH_OUT,9196.01,C9541210792,16710.39,7514.38,C9926628035,16748.91,25944.92,0,0
36,CASH_OUT,19362.6,C9588028291,29180.26,9817.66,C1015666021,46109.71,65472.31,0,0
72,PAYMENT,98.18,C7317713301,330.66,232.48,M6729569218,0.0,0.0,0,0
27,TRANSFER,13493.29,C7477574701,34874.15,21380.86,C6010435249,49033.66,62526.95,0,0
3,PAYMENT,2850.85,C1842066370,13946.66,11095.81,M1156565014,0.0,0.0,0,0
14,PAYMENT,7580.33,C7655934977,9249.64,1669.31,M5424175216,0.0,0.0,0,0
61,CASH_IN,32089.35,C8685430487,12968.36,45057.71,C3061654994,19531.3,0.0,0,0
38,PAYMENT,10552.59,C4298673916,11147.9,595.31,M1799821452,0.0,0.0,0,0
25,TRANSFER,59671.76,C9193987321,156882.7,97210.94,C6469929949,41034.23,100705.99,0,0
23,PAYMENT,11231.59,C1866704691,54244.04,43012.45,M9740054254,0.0,0.0,0,0
66,CASH_IN,26012.91,C4444026493,28088.16,54101.07,C8797261456,65557.98,39545.07,0,0
86,CASH_IN,616.46,C8779758451,35413.61,36030.07,C3599202047,11465.3,10848.84,0,0
32,CASH_IN,1028.03,C6467009889,3293.82,4321.85,C2103715674,66119.88,65091.85,0,0
3,CASH_OUT,27151.6,C6592164547,34615.42,7463.82,C5719002723,40971.85,68123.45,0,0
100,TRANSFER,55938.68,C5917922109,68739.58,12800.9,C5222870914,9056.58,64995.26,0,0
62,CASH_OUT,5628.76,C1738527828,12908.01,7279.25,C9791753396,2239.88,7868.64,0,0
96,CASH_OUT,56608.73,C5252346522,79291.84,22683.11,C9741257632,19111.55,75720.28,0,0
31,CASH_IN,373.18,C1051391818,22245.79,22618.97,C6590738029,83721.57,83348.39,0,0
64,PAYMENT,1047.57,C7272057738,3835.3,2787.73,M5578494590,0.0,0.0,0,0
84,PAYMENT,3546.51,C1076555937,11550.56,8004.05,M1261835512,0.0,0.0,0,0
59,PAYMENT,9458.42,C3566231443,9353.19,0.0,M9078420002,0.0,0.0,0,0
61,CASH_IN,7486.46,C1766899803,24951.73,32438.19,C9906540991,48334.5,40848.04,0,0
72,TRANSFER,23408.18,C6790024996,34400.61,10992.43,C2187592160,46492.72,69900.9,0,0
73,CASH_OUT,74693.98,C5947497993,116063.9,41369.92,C6125684796,32615.25,107309.23,0,0
74,CASH_IN,22646.61,C6490838764,39573.98,62220.59,C8150485169,73654.76,51008.15,0,0
7,TRANSFER,15816.33,C7831243128,36541.7,20725.37,C5563345877,14805.13,30621.46,0,0
1,TRANSFER,54199.74,C2012236095,103055.79,48856.05,C9351582709,38049.28,92249.02,0,0
78,PAYMENT,8251.72,C5986583301,35615.84,27364.12,M2398923775,0.0,0.0,0,0
50,PAYMENT,3459.98,C6005178829,16075.05,12615.07,M5436716479,0.0,0.0,0,0
76,CASH_IN,2406.46,C9745309525,25242.72,27649.18,C2972687361,63771.19,61364.73,0,0
98,PAYMENT,2028.47,C7436733989,8601.69,6573.22,M5267587298,0.0,0.0,0,0
4,CASH_OUT,7351.32,C6456276675,16722.78,9371.46,C6150919887,13578.68,20930.0,0,0
36,CASH_OUT,7679.37,C4333471793,16525.38,8846.01,C3385870599,30124.42,37803.79,0,0
74,CASH_OUT,21971.67,C4559184883,35071.78,13100.11,C7421085741,49057.14,71028.81,0,0
43,CASH_IN,3916.04,C4532490937,49558.0,53474.04,C9349647805,74751.96,70835.92,0,0
45,DEBIT,1620.17,C5167827553,15537.07,13916.9,C6066611371,39313.38,40933.55,0,0
67,CASH_IN,11568.58,C3951230268,18570.11,30138.69,C5163041444,82277.31,70708.73,0,0
30,CASH_IN,27045.37,C8272090892,19069.58,46114.95,C8976232759,17253.35,0.0,0,0
66,CASH_OUT,36155.94,C6368966828,45161.22,9005.28,C4072442924,12478.01,48633.95,0,0
17,CASH_IN,53604.6,C8013338099,34480.7,88085.3,C6474778646,24788.02,0.0,0,0
61,CASH_OUT,7892.33,C6072476094,13877.22,5984.89,C1350794997,26492.3,34384.63,0,0
63,PAYMENT,3600.73,C5944254310,7502.0,3901.27,M9978650397,0.0,0.0,0,0
50,PAYMENT,1301.95,C9494619252,3969.58,2667.63,M3637364459,0.0,0.0,0,0
43,CASH_OUT,9981.85,C3453390104,20346.48,10364.63,C3320889976,23747.25,33729.1,0,0
87,PAYMENT,345.02,C7451872219,1053.25,708.23,M1939197900,0.0,0.0,0,0
74,PAYMENT,10673.23,C8518372299,13409.48,2736.25,M6792446352,0.0,0.0,0,0
36,TRANSFER,36201.81,C6965916705,43721.07,7519.26,C1879647248,17928.28,54130.09,0,0
50,PAYMENT,1543.18,C9834301337,1226.54,0.0,M6990430679,0.0,0.0,0,0
21,PAYMENT,14639.77,C4935462811,43839.35,29199.58,M7414480314,0.0,0.0,0,0
85,CASH_IN,34435.2,C1842572532,40100.45,74535.65,C1176577876,22032.12,0.0,0,0
47,CASH_IN,38551.76,C5643398327,23413.76,61965.52,C8791983504,86637.31,48085.55,0,0
13,CASH_OUT,21827.56,C7549183500,40438.5,18610.94,C7711473931,30072.34,51899.9,0,0
73,PAYMENT,2187.47,C8862758738,1259.07,0.0,M7525335552,0.0,0.0,0,0
23,TRANSFER,170505.88,C8605842289,170505.88,0.0,C9178072388,0.0,0.0,1,0
64,CASH_OUT,5100.95,C2538684919,6871.56,1770.61,C8022685832,30153.58,35254.53,0,0
57,CASH_OUT,29249.99,C3503891006,52592.19,23342.2,C6361903782,12925.7,42175.69,0,0
12,CASH_OUT,11350.04,C5554973809,20567.33,9217.29,C3003116366,19533.18,30883.22,0,0
17,CASH_OUT,21771.62,C2768042841,27717.34,5945.72,C5869623906,4981.71,26753.33,0,0
79,PAYMENT,5083.58,C7202715858,12264.15,7180.57,M9176481685,0.0,0.0,0,0
27,TRANSFER,17261.84,C8832009488,33929.5,16667.66,C8484748995,24111.9,41373.74,0,0
33,CASH_OUT,14075.56,C6044714749,28217.32,14141.76,C9148899103,18285.91,32361.47,0,0
11,PAYMENT,4662.17,C5140796963,7449.79,2787.62,M5553319787,0.0,0.0,0,0
28,CASH_OUT,11716.25,C5346793445,27591.84,15875.59,C7514683531,48620.17,60336.42,0,0
7,CASH_IN,79.57,C5252072182,47550.36,47629.93,C3365393306,49007.4,48927.83,0,0
26,DEBIT,641.21,C1669511241,4833.58,4192.37,C7142556880,11323.56,11964.77,0,0
64,PAYMENT,883.71,C1449001247,2690.94,1807.23,M8127827623,0.0,0.0,0,0
80,CASH_IN,18364.04,C1943636767,24142.2,42506.24,C9280361904,46427.33,28063.29,0,0
16,TRANSFER,27591.31,C6841521734,44670.99,17079.68,C9628133137,6712.95,34304.26,0,0
60,TRANSFER,13933.38,C1648033227,36686.0,22752.62,C1210647995,26513.5,40446.88,0,0
13,PAYMENT,2256.83,C8610449475,6514.61,4257.78,M7156369645,0.0,0.0,0,0
54,CASH_OUT,18676.77,C9742037832,25771.59,7094.82,C3471486996,28267.94,46944.71,0,0
60,CASH_OUT,13773.79,C3675105949,28397.7,14623.91,C8652973893,49188.61,62962.4,0,0
89,DEBIT,223.51,C8524085731,1486.26,1262.75,C1204948730,25814.0,26037.51,0,0
97,CASH_OUT,75611.99,C7311184300,140919.21,65307.22,C7778691307,7608.7,83220.69,0,0
24,CASH_OUT,9622.09,C7594323276,17032.12,7410.03,C1341486918,15264.87,24886.96,0,0
62,PAYMENT,4133.74,C9234275990,14751.69,10617.95,M4007457455,0.0,0.0,0,0
77,CASH_OUT,28883.52,C2053753182,32855.37,3971.85,C2517110678,355.72,29239.24,0,0
72,TRANSFER,4758.01,C9068035782,11390.25,6632.24,C7976860255,9104.4,13862.41,0,0
68,CASH_IN,7264.66,C5808888817,47213.11,54477.77,C9683818314,53695.9,46431.24,0,0
9,CASH_IN,5763.45,C2170040795,40757.89,46521.34,C6615102637,82941.57,77178.12,0,0
25,PAYMENT,430.65,C6861039237,1638.98,1208.33,M7506091266,0.0,0.0,0,0
90,TRANSFER,966023.85,C8733447495,966023.85,0.0,C5565692041,0.0,0.0,1,0
35,PAYMENT,137.92,C2860893903,283.3,145.38,M5618820853,0.0,0.0,0,0
21,CASH_OUT,5592.33,C3684306814,9961.42,4369.09,C3894899709,8488.6,14080.93,0,0
77,TRANSFER,25626.03,C1246867208,58300.41,32674.38,C8912012504,24362.74,49988.77,0,0
82,CASH_OUT,28496.24,C9100833688,37941.4,9445.16,C6578388619,41131.59,69627.83,0,0
49,CASH_IN,12346.93,C2372798445,16962.23,29309.16,C3530716161,21242.91,8895.98,0,0
98,CASH_IN,8064.75,C4927019611,28169.98,36234.73,C6887132821,22516.77,14452.02,0,0
81,PAYMENT,483.55,C2346537227,735.59,252.04,M9610406324,0.0,0.0,0,0
79,DEBIT,586.51,C8883596035,756.28,169.77,C8608939615,8255.01,8841.52,0,0
77,PAYMENT,197.31,C8946718703,808.48,611.17,M5963264163,0.0,0.0,0,0
19,PAYMENT,446.2,C9702749016,479.86,33.66,M5046843378,0.0,0.0,0,0
46,PAYMENT,2061.18,C9548508203,5444.46,3383.28,M5619507880,0.0,0.0,0,0
28,CASH_OUT,26970.41,C8221911541,47933.84,20963.43,C2419991072,6878.79,33849.2,0,0
48,PAYMENT,2120.41,C7528059726,2782.85,662.44,M4212917472,0.0,0.0,0,0
40,PAYMENT,1107.88,C5819104684,1292.81,184.93,M2553434997,0.0,0.0,0,0
33,CASH_IN,56053.12,C4417560264,38186.91,94240.03,C8674592873,32018.56,0.0,0,0
28,TRANSFER,4678.38,C8952315861,10558.83,5880.45,C2223636592,993.28,5671.66,0,0
48,CASH_OUT,7485.12,C8014893130,15475.86,7990.74,C9193773471,1795.03,9280.15,0,0
63,CASH_OUT,35990.89,C7669844907,45347.48,9356.59,C6864557509,2283.78,38274.67,0,0
57,TRANSFER,70735.55,C6382365065,193281.31,122545.76,C4211837509,3564.95,74300.5,0,0
25,CASH_OUT,18447.97,C5579623195,26966.97,8519.0,C4786348146,33373.33,51821.3,0,0
42,CASH_OUT,3829.56,C5098358075,5302.52,1472.96,C2369119583,42488.45,46318.01,0,0
5,CASH_OUT,4935.55,C6432747183,10261.17,5325.62,C9144811186,34132.3,39067.85,0,0
60,TRANSFER,16321.12,C5790374930,21236.89,4915.77,C2070625615,43301.88,59623.0,0,0
44,CASH_IN,4327.89,C4024708797,10720.14,15048.03,C1956085399,89660.21,85332.32,0,0
61,CASH_IN,7309.57,C8647472139,19212.58,26522.15,C2991644356,80908.1,73598.53,0,0
5,CASH_IN,18765.03,C3733780172,47761.97,66527.0,C6689238207,20832.6,2067.57,0,0
66,CASH_OUT,18743.46,C7028850725,40958.25,22214.79,C3327775965,17671.56,36415.02,0,0
23,DEBIT,1029.99,C1414490310,3659.58,2629.59,C2883400912,5618.09,6648.08,0,0
82,CASH_OUT,39897.09,C6876730395,51928.14,12031.05,C6337432610,47701.99,87599.08,0,0
18,CASH_OUT,12464.13,C8938461978,20183.32,7719.19,C2306178765,29202.15,41666.28,0,0
13,CASH_IN,23280.14,C4151342583,46777.14,70057.28,C5081636986,47623.91,24343.77,0,0
26,PAYMENT,1776.19,C9097307972,1931.68,155.49,M8618723309,0.0,0.0,0,0
36,CASH_OUT,16222.6,C4327028066,23225.94,7003.34,C1094821962,33636.02,49858.62,0,0
90,CASH_OUT,24871.9,C4646282906,57921.58,33049.68,C8201624910,33831.31,58703.21,0,0
98,CASH_IN,31406.4,C2554084111,29327.28,60733.68,C6811749207,78948.8,47542.4,0,0
85,CASH_IN,656.67,C4988327328,29966.47,30623.14,C9476433492,8688.9,8032.23,0,0
73,PAYMENT,5128.07,C8505033317,25269.32,20141.25,M9033983510,0.0,0.0,0,0
96,CASH_OUT,6411.57,C6769686489,10933.59,4522.02,C3809733908,17732.82,24144.39,0,0
49,CASH_OUT,34246.13,C9616923936,78458.66,44212.53,C7603873064,8467.64,42713.77,0,0
1,CASH_OUT,1172.87,C6918412547,1662.7,489.83,C7483038718,17460.97,18633.84,0,0
87,PAYMENT,5763.62,C2287243206,18908.81,13145.19,M5241057478,0.0,0.0,0,0
77,CASH_OUT,1551.65,C5570190774,1714.18,162.53,C6247463262,19216.3,20767.95,0,0
24,DEBIT,4485.97,C8174857655,38767.21,34281.24,C2549368726,37973.01,42458.98,0,0
81,PAYMENT,893.6,C3370079968,2030.38,1136.78,M4121203389,0.0,0.0,0,0
73,DEBIT,5409.53,C2519636844,7825.2,2415.67,C6994315273,26716.61,32126.14,0,0
